case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status,company_age,employer_strength,wage_per_year,high_wage_flag,education_level
22556,1,3,1,0,1106,2008,1,2133.83625,1,1,0,16,69.125,,0,-1.0
22557,5,0,1,1,1833,2005,4,4602.102916666667,1,1,1,19,96.47368421052632,,0,-1.0
22558,1,0,1,0,1556,1998,2,4598.5,1,1,0,26,59.84615384615385,,0,-1.0
22559,1,2,0,0,28979,2005,1,4173.097916666667,1,1,1,19,1525.2105263157894,,0,-1.0
22560,1,3,1,0,479,2004,4,1298.68375,1,1,0,20,23.95,,0,-1.0
22562,1,3,0,0,3047,1998,3,2924.646666666667,1,1,0,26,117.1923076923077,,0,-1.0
22563,4,3,1,0,226,1888,3,210.41750000000002,1,0,1,136,1.661764705882353,,0,-1.0
22564,1,3,0,0,2536,1923,1,4737.002916666667,1,1,0,101,25.10891089108911,,0,-1.0
22565,1,0,1,0,727,2007,2,5874.428333333333,1,1,0,17,42.76470588235294,,0,-1.0
22566,1,0,1,0,2673,2005,1,2457.1741666666667,1,1,0,19,140.68421052631578,,0,-1.0
22567,1,3,0,0,2398,1852,3,10651.113333333333,1,0,0,172,13.94186046511628,,0,-1.0
22568,3,3,1,0,4691,1939,2,9018.575833333334,1,1,0,85,55.188235294117646,,0,-1.0
22569,1,0,1,0,553,2013,2,2024.90625,1,1,1,11,50.27272727272727,,0,-1.0
22570,1,3,0,0,5905,1982,3,5856.731666666667,1,0,0,42,140.5952380952381,,0,-1.0
22571,1,0,1,0,1214,1987,3,1576.8579166666666,1,1,1,37,32.810810810810814,,0,-1.0
22573,1,0,0,0,2417,2009,2,10316.765,1,1,0,15,161.13333333333333,,0,-1.0
22574,1,0,1,0,1739,2006,1,2862.5308333333337,1,1,0,18,96.61111111111111,,0,-1.0
22575,2,0,0,1,4255,2010,4,1389.00125,1,1,0,14,303.92857142857144,,0,-1.0
22576,1,0,1,0,3157,1962,4,3001.5333333333333,1,1,0,62,50.91935483870968,,0,-1.0
22577,1,0,1,0,761,1968,2,8974.999583333332,1,0,1,56,13.589285714285714,,0,-1.0
22578,1,0,1,0,3293,1998,4,4611.080833333333,1,1,0,26,126.65384615384616,,0,-1.0
22579,1,3,0,0,1660,1995,3,1663.9937499999999,1,1,0,29,57.241379310344826,,0,-1.0
22580,1,0,0,0,3847,1995,2,3730.6666666666665,1,1,0,29,132.6551724137931,,0,-1.0
22581,3,2,1,0,601,1993,3,1808.61625,1,1,0,31,19.387096774193548,,0,-1.0
22582,1,0,1,0,4094,2002,1,4761.2625,1,1,0,22,186.0909090909091,,0,-1.0
22584,2,3,0,0,2941,1990,4,3487.7720833333333,1,1,0,34,86.5,,0,-1.0
22585,5,1,0,0,2154,1831,2,2531.087916666667,1,1,0,193,11.160621761658032,,0,-1.0
22586,2,1,1,1,37855,2000,4,554.5404166666666,1,1,0,24,1577.2916666666667,,0,-1.0
22587,5,1,0,1,1821,1974,1,2635.56,1,1,0,50,36.42,,0,-1.0
22588,3,2,1,0,718,2011,3,6792.232916666667,1,1,0,13,55.23076923076923,,0,-1.0
22589,1,3,1,0,2204,2012,2,5399.4158333333335,1,1,0,12,183.66666666666666,,0,-1.0
22590,1,3,1,0,2722,2000,1,2688.90875,1,1,0,24,113.41666666666667,,0,-1.0
22591,3,2,1,0,2157,2013,3,553.0970833333333,1,1,0,11,196.0909090909091,,0,-1.0
22592,1,1,1,0,1748,1998,2,402.48,1,1,0,26,67.23076923076923,,0,-1.0
22593,1,3,0,0,469,1993,3,4.8925,1,1,0,31,15.129032258064516,,0,-1.0
22596,1,0,0,0,23824,1800,2,3319.0775,1,1,1,224,106.35714285714286,,0,-1.0
22597,1,3,1,1,1043,1939,2,2527.5920833333334,1,1,0,85,12.270588235294118,,0,-1.0
22598,2,3,1,0,2811,1977,1,3479.2775,1,1,0,47,59.808510638297875,,0,-1.0
22599,1,3,1,0,1732,1999,2,6559.608749999999,1,1,0,25,69.28,,0,-1.0
22600,1,0,0,0,986,2004,4,1836.5608333333332,1,1,1,20,49.3,,0,-1.0
22601,2,1,1,0,5248,1998,4,2287.06375,1,1,0,26,201.84615384615384,,0,-1.0
22602,1,0,0,0,3917,1960,4,1732.9037500000002,1,1,1,64,61.203125,,0,-1.0
22603,1,1,0,0,306,1991,2,3801.0495833333334,1,1,0,33,9.272727272727273,,0,-1.0
22604,1,3,0,0,5629,2004,2,2071.304166666667,1,0,0,20,281.45,,0,-1.0
22605,1,3,1,0,2741,1997,3,3711.4895833333335,1,1,0,27,101.51851851851852,,0,-1.0
22607,1,1,1,0,1837,1993,3,1351.23625,1,1,0,31,59.25806451612903,,0,-1.0
22608,1,0,1,0,991,1965,4,2.8576374999999996,1,1,1,59,16.796610169491526,,0,-1.0
22609,1,0,0,0,27,1991,4,5870.670833333334,1,1,1,33,0.8181818181818182,,0,-1.0
22610,1,3,0,0,5942,1994,2,764.6170833333334,1,0,0,30,198.06666666666666,,0,-1.0
22611,1,3,1,0,2565,1982,3,2973.4595833333333,1,1,0,42,61.07142857142857,,0,-1.0
22612,1,0,1,0,1835,2009,4,4825.12,1,1,0,15,122.33333333333333,,0,-1.0
22613,1,3,1,0,3068,1990,3,1834.2700000000002,1,0,0,34,90.23529411764706,,0,-1.0
22614,3,0,1,0,1398,1993,3,16.73272916666667,1,1,1,31,45.096774193548384,,0,-1.0
22615,1,3,1,0,4325,1997,3,251.9025,1,1,0,27,160.1851851851852,,0,-1.0
22616,1,2,1,0,1060,1987,0,1465.4783333333335,1,1,1,37,28.64864864864865,,0,-1.0
22618,1,3,0,0,2752,2003,2,3468.4854166666664,1,1,0,21,131.04761904761904,,0,-1.0
22619,3,0,1,0,6551,1995,3,141.51708333333332,1,1,1,29,225.89655172413794,,0,-1.0
22620,1,3,1,0,2579,1998,3,2427.212916666667,1,1,0,26,99.1923076923077,,0,-1.0
22621,1,0,1,0,3147,1984,1,5471.012083333334,1,1,1,40,78.675,,0,-1.0
22622,1,2,0,0,1129,1999,4,3688.0887500000003,1,1,1,25,45.16,,0,-1.0
22623,1,3,1,0,2601,1865,3,6398.147083333333,1,0,0,159,16.358490566037737,,0,-1.0
22624,1,2,0,1,577,2005,3,5149.899583333333,1,1,1,19,30.36842105263158,,0,-1.0
22625,1,0,0,0,4553,2012,3,6816.163333333334,1,1,0,12,379.4166666666667,,0,-1.0
22626,1,0,1,0,130259,1984,1,9473.342916666666,1,1,1,40,3256.475,,0,-1.0
22627,1,0,1,0,6060,2010,4,2272.454166666667,1,1,0,14,432.85714285714283,,0,-1.0
22629,3,1,1,0,82173,1956,3,4767.41375,1,1,0,68,1208.4264705882354,,0,-1.0
22630,0,2,0,1,284,1855,4,4270.503333333333,1,1,1,169,1.680473372781065,,0,-1.0
22631,1,0,1,0,2431,1999,2,3280.2570833333334,1,1,0,25,97.24,,0,-1.0
22632,1,0,0,0,5978,1886,4,2910.4791666666665,1,0,1,138,43.31884057971015,,0,-1.0
22633,1,3,0,0,3296,2003,2,6115.0408333333335,1,1,0,21,156.95238095238096,,0,-1.0
22634,1,1,1,0,5628,2012,4,2150.71875,1,1,0,12,469.0,,0,-1.0
22635,3,0,0,1,1486,2004,4,4198.196666666667,1,1,1,20,74.3,,0,-1.0
22636,1,2,0,0,1681,1990,4,13.705191666666666,1,1,1,34,49.44117647058823,,0,-1.0
22637,1,3,0,0,2606,1950,4,933.4820833333333,1,1,0,74,35.21621621621622,,0,-1.0
22638,1,0,1,0,2234,2008,4,1725.64,1,1,1,16,139.625,,0,-1.0
22640,1,3,1,0,750,1978,3,1482.2195833333333,1,1,0,46,16.304347826086957,,0,-1.0
22641,1,3,0,0,3681,2005,3,1992.5925,1,1,0,19,193.73684210526315,,0,-1.0
22642,3,3,0,0,160,1863,3,5575.91125,1,0,1,161,0.9937888198757764,,0,-1.0
22643,1,0,0,0,642,1991,2,636.8429166666666,1,1,0,33,19.454545454545453,,0,-1.0
22644,3,0,0,0,11555,2001,4,5.555416666666667,1,1,1,23,502.39130434782606,,0,-1.0
22645,1,0,1,0,3961,2009,3,2093.6095833333334,1,1,1,15,264.06666666666666,,0,-1.0
22646,2,2,1,0,578,2008,4,274.13875,1,1,1,16,36.125,,0,-1.0
22647,2,3,0,0,3579,2010,3,11847.04,1,0,0,14,255.64285714285714,,0,-1.0
22648,1,3,0,0,2877,1839,4,5471.29,1,0,0,185,15.551351351351352,,0,-1.0
22649,1,2,1,0,171,1985,3,1739.33125,1,1,1,39,4.384615384615385,,0,-1.0
22651,1,0,1,0,1708,1919,3,868.5016666666667,1,1,0,105,16.266666666666666,,0,-1.0
22652,1,0,1,0,1617,1999,3,4398.431250000001,1,1,1,25,64.68,,0,-1.0
22653,1,0,0,0,4796,2011,2,5629.354166666667,1,1,0,13,368.9230769230769,,0,-1.0
22654,1,2,1,0,3917,1998,1,3177.88625,1,1,1,26,150.65384615384616,,0,-1.0
22655,1,2,1,0,3434,1998,4,4241.56375,1,1,1,26,132.07692307692307,,0,-1.0
22656,3,3,1,0,902,1909,4,7159.1475,1,1,0,115,7.843478260869565,,0,-1.0
22657,2,0,1,0,4618,1991,4,2253.97,1,1,0,33,139.93939393939394,,0,-1.0
22658,1,1,1,0,2436,2009,4,3453.6575,1,1,0,15,162.4,,0,-1.0
22659,1,2,1,0,646,2002,3,4618.984166666666,1,1,1,22,29.363636363636363,,0,-1.0
22660,3,2,0,1,632,1882,0,2103.545833333333,1,1,0,142,4.450704225352113,,0,-1.0
22662,1,1,0,0,113215,2001,3,2469.1820833333336,1,1,0,23,4922.391304347826,,0,-1.0
22663,1,3,0,0,603,1997,1,2484.9808333333335,1,1,0,27,22.333333333333332,,0,-1.0
22664,1,0,1,0,2723,1999,2,2884.2687499999997,1,1,0,25,108.92,,0,-1.0
22665,3,0,0,0,993,2003,2,2565.11875,1,1,1,21,47.285714285714285,,0,-1.0
22666,1,3,0,0,885,1999,3,2633.6983333333333,1,1,0,25,35.4,,0,-1.0
22667,1,0,1,0,538,2000,3,3193.28,1,1,1,24,22.416666666666668,,0,-1.0
22668,1,3,0,0,266,1998,2,2693.337916666667,1,1,0,26,10.23076923076923,,0,-1.0
22669,2,0,1,0,1641,1912,3,1710.9670833333332,1,1,0,112,14.651785714285714,,0,-1.0
22670,2,3,0,0,3565,1985,4,2430.52,1,1,0,39,91.41025641025641,,0,-1.0
22671,1,0,0,0,1416,1862,3,1014.7258333333333,1,1,0,162,8.74074074074074,,0,-1.0
22673,1,0,1,0,450,1913,3,3255.7395833333335,1,1,0,111,4.054054054054054,,0,-1.0
22674,2,1,0,0,2610,2005,2,287.41416666666663,1,1,0,19,137.3684210526316,,0,-1.0
22675,2,0,1,0,4681,1928,4,2077.71625,1,1,1,96,48.760416666666664,,0,-1.0
22676,1,3,0,1,3724,1877,3,4931.461666666667,1,1,0,147,25.333333333333332,,0,-1.0
22677,5,0,0,0,2222,1994,4,10.861129166666666,1,1,0,30,74.06666666666666,,0,-1.0
22678,1,3,0,0,183,1873,0,1636.67125,1,1,0,151,1.2119205298013245,,0,-1.0
22679,1,0,0,0,74,1951,2,5797.66875,1,1,0,73,1.0136986301369864,,0,-1.0
22680,1,3,1,0,4033,2010,3,5275.93625,1,1,0,14,288.07142857142856,,0,-1.0
22681,1,3,1,0,4079,2008,2,1606.2766666666666,1,1,0,16,254.9375,,0,-1.0
22682,1,1,1,0,3466,1988,3,3160.1516666666666,1,1,0,36,96.27777777777777,,0,-1.0
22684,3,3,0,0,137,1968,2,4449.290416666667,1,1,0,56,2.4464285714285716,,0,-1.0
22685,2,3,1,1,3657,1855,4,1485.075,1,1,1,169,21.63905325443787,,0,-1.0
22686,5,1,0,0,1221,1980,3,1307.2866666666666,1,1,0,44,27.75,,0,-1.0
22687,1,3,0,1,3304,1925,2,1345.84125,1,1,0,99,33.37373737373738,,0,-1.0
22688,1,3,1,0,6229,1986,2,3144.869583333333,1,1,0,38,163.92105263157896,,0,-1.0
22689,1,0,0,0,106968,1995,1,4521.761666666666,1,1,1,29,3688.551724137931,,0,-1.0
22690,1,3,0,0,3451,2011,1,5368.85875,1,1,0,13,265.46153846153845,,0,-1.0
22691,2,1,0,0,2599,1998,3,4335.8575,1,1,0,26,99.96153846153847,,0,-1.0
22692,5,1,0,1,2398,1946,3,5142.41125,1,1,0,78,30.743589743589745,,0,-1.0
22693,2,1,1,0,4987,1999,2,2114.93375,1,1,0,25,199.48,,0,-1.0
22695,1,0,1,0,2878,1848,4,1978.3170833333334,1,1,0,176,16.352272727272727,,0,-1.0
22696,1,0,0,0,2493,2013,1,4917.052083333333,1,0,0,11,226.63636363636363,,0,-1.0
22697,1,0,1,0,72,1840,3,1701.2520833333335,1,1,0,184,0.391304347826087,,0,-1.0
22698,1,0,0,0,172,2007,1,4123.631666666667,1,1,0,17,10.117647058823529,,0,-1.0
22699,3,3,1,0,1612,1991,3,3163.42,1,0,0,33,48.84848484848485,,0,-1.0
22700,3,0,1,0,1342,1991,3,5429.929166666667,1,0,0,33,40.666666666666664,,0,-1.0
22701,2,3,1,1,1347,1997,4,9139.662083333335,1,1,0,27,49.888888888888886,,0,-1.0
22702,2,2,1,0,30859,1975,2,4820.866666666667,1,1,1,49,629.7755102040817,,0,-1.0
22703,1,3,0,0,2146,2006,2,10339.043749999999,1,1,0,18,119.22222222222223,,0,-1.0
22704,1,3,0,0,5147,2000,0,219.73458333333335,1,0,0,24,214.45833333333334,,0,-1.0
22707,2,0,1,0,1500,2004,3,126.065,1,1,0,20,75.0,,0,-1.0
22708,1,3,0,0,517,1975,1,3200.603333333333,1,1,0,49,10.551020408163266,,0,-1.0
22709,1,0,1,0,3517,1875,2,16.074833333333334,1,1,1,149,23.604026845637584,,0,-1.0
22710,1,2,1,0,68,1920,1,7.364999999999999,1,1,1,104,0.6538461538461539,,0,-1.0
22711,3,2,0,0,465,1971,4,12.570745833333334,1,1,0,53,8.773584905660377,,0,-1.0
22712,1,2,1,1,3655,1999,4,1966.2904166666667,1,1,1,25,146.2,,0,-1.0
22713,3,0,0,0,292,2009,2,90.96791666666667,1,1,0,15,19.466666666666665,,0,-1.0
22714,1,0,1,0,3588,1988,3,3923.0208333333335,1,1,0,36,99.66666666666667,,0,-1.0
22715,1,0,1,0,2417,1986,4,772.9583333333334,1,1,1,38,63.60526315789474,,0,-1.0
22716,1,3,1,0,1783,1990,4,1498.6899999999998,1,1,0,34,52.44117647058823,,0,-1.0
22718,1,3,1,0,5656,1981,3,4673.180833333333,1,1,0,43,131.53488372093022,,0,-1.0
22719,1,1,1,0,1985,1848,2,2988.9441666666667,1,1,0,176,11.278409090909092,,0,-1.0
22720,1,0,1,0,437,1998,4,3081.8554166666668,1,1,0,26,16.807692307692307,,0,-1.0
22721,1,0,1,0,1398,2007,2,379.74666666666667,1,1,0,17,82.23529411764706,,0,-1.0
22722,1,0,0,1,4500,2005,3,1890.9266666666665,1,1,0,19,236.8421052631579,,0,-1.0
22723,5,3,0,0,3996,1922,3,1008.2908333333334,1,0,0,102,39.1764705882353,,0,-1.0
22724,1,0,1,0,1912,2002,1,997.1166666666667,1,1,1,22,86.9090909090909,,0,-1.0
22725,1,3,0,0,2728,1998,1,4549.734583333334,1,1,0,26,104.92307692307692,,0,-1.0
22726,1,3,0,0,1173,2013,4,27.349895833333335,1,1,0,11,106.63636363636364,,0,-1.0
22727,1,3,1,0,808,1939,1,5899.82,1,1,0,85,9.505882352941176,,0,-1.0
22729,1,0,1,1,1908,1960,3,2959.2900000000004,1,1,0,64,29.8125,,0,-1.0
22730,3,0,1,0,372,2014,4,13.491245833333332,1,1,0,10,37.2,,0,-1.0
22731,3,3,0,0,660,1975,1,6087.705416666667,1,1,1,49,13.46938775510204,,0,-1.0
22732,1,0,1,0,1561,2011,1,392.2966666666667,1,1,1,13,120.07692307692308,,0,-1.0
22733,1,0,1,0,1373,2013,3,2625.5533333333333,1,1,1,11,124.81818181818181,,0,-1.0
22734,1,1,0,0,157,2001,4,2329.7062499999997,1,1,0,23,6.826086956521739,,0,-1.0
22735,3,3,0,1,2758,2000,4,3498.183333333333,1,1,0,24,114.91666666666667,,0,-1.0
22736,3,0,1,1,2098,1969,3,5206.14625,1,1,1,55,38.14545454545455,,0,-1.0
22737,1,3,1,0,1973,2004,1,5721.494166666666,1,0,0,20,98.65,,0,-1.0
22738,2,0,0,0,2278,1995,2,936.33625,1,1,0,29,78.55172413793103,,0,-1.0
22740,1,3,0,1,673,1872,2,5123.463333333333,1,1,0,152,4.427631578947368,,0,-1.0
22741,3,0,0,0,1409,1861,3,3.7279416666666667,1,1,0,163,8.644171779141104,,0,-1.0
22742,1,3,0,1,927,1974,2,2681.5658333333336,1,1,0,50,18.54,,0,-1.0
22743,1,2,0,1,1362,2000,3,29.304720833333334,1,1,1,24,56.75,,0,-1.0
22744,5,2,0,1,1805,1998,4,2314.50375,1,1,0,26,69.42307692307692,,0,-1.0
22745,1,0,1,0,3543,1994,4,4138.505,1,1,0,30,118.1,,0,-1.0
22746,1,0,0,0,1136,1984,4,3780.0849999999996,1,1,1,40,28.4,,0,-1.0
22747,1,3,1,0,126,2011,1,2114.2004166666666,1,1,0,13,9.692307692307692,,0,-1.0
22748,1,0,1,0,3266,1935,3,3932.6145833333335,1,1,0,89,36.69662921348315,,0,-1.0
22749,1,3,0,0,1225,1998,2,4.7179166666666665,1,1,0,26,47.11538461538461,,0,-1.0
22751,2,0,0,0,4644,1961,2,1780.3162499999999,1,1,0,63,73.71428571428571,,0,-1.0
22752,1,0,1,0,1439,1996,4,2230.162083333333,1,1,1,28,51.392857142857146,,0,-1.0
22753,1,3,1,0,1835,2009,3,1102.0725,1,1,0,15,122.33333333333333,,0,-1.0
22754,2,0,1,0,1806,2007,2,3377.414166666667,1,1,0,17,106.23529411764706,,0,-1.0
22755,1,0,1,0,2090,1998,3,5694.6325,1,1,0,26,80.38461538461539,,0,-1.0
22756,1,2,0,0,3846,1992,1,3828.528333333333,1,1,1,32,120.1875,,0,-1.0
22757,1,3,0,0,5289,1981,1,5371.887083333333,1,1,0,43,123.0,,0,-1.0
22758,1,2,0,0,2756,2008,2,3605.8820833333334,1,1,1,16,172.25,,0,-1.0
22759,1,0,1,0,976,2007,4,4185.61625,1,1,0,17,57.411764705882355,,0,-1.0
22760,2,0,1,0,559,1856,4,5385.028333333333,1,1,0,168,3.3273809523809526,,0,-1.0
22762,3,0,1,1,4490,1970,3,5055.309166666667,1,1,0,54,83.14814814814815,,0,-1.0
22763,3,0,1,0,3784,2000,3,3349.7737500000003,1,1,0,24,157.66666666666666,,0,-1.0
22764,2,0,1,0,1238,1977,4,542.4283333333334,1,1,1,47,26.340425531914892,,0,-1.0
22765,1,2,0,0,217,1994,4,3749.259583333333,1,1,1,30,7.233333333333333,,0,-1.0
22766,1,3,1,0,59255,2004,4,5749.501666666667,1,1,0,20,2962.75,,0,-1.0
22767,1,0,1,0,126,1982,3,19.931958333333334,1,1,1,42,3.0,,0,-1.0
22768,1,2,0,1,1925,1884,2,7.763470833333333,1,1,1,140,13.75,,0,-1.0
22769,3,0,1,0,1437,1968,3,4821.04125,1,0,1,56,25.660714285714285,,0,-1.0
22770,1,0,0,0,284,2014,1,8554.0325,1,1,1,10,28.4,,0,-1.0
22771,3,0,0,0,59742,2001,2,5760.5079166666665,1,0,1,23,2597.478260869565,,0,-1.0
22773,1,0,0,0,1642,1986,1,2945.565,1,1,0,38,43.21052631578947,,0,-1.0
22774,1,2,1,1,3865,1993,3,643.88625,1,1,1,31,124.6774193548387,,0,-1.0
22775,2,0,0,1,2684,1990,2,3094.924166666666,1,1,0,34,78.94117647058823,,0,-1.0
22776,5,3,1,0,4120,1997,4,1465.4475,1,1,0,27,152.59259259259258,,0,-1.0
22777,0,3,1,0,529,1975,2,3391.3120833333337,1,1,0,49,10.795918367346939,,0,-1.0
22778,1,0,1,0,959,2005,2,403.7891666666667,1,1,1,19,50.473684210526315,,0,-1.0
22779,1,3,0,0,2161,2013,2,35.1478375,1,1,0,11,196.45454545454547,,0,-1.0
22780,1,2,1,0,2452,1947,2,3769.4170833333333,1,0,1,77,31.844155844155843,,0,-1.0
22781,3,3,1,0,3762,2010,1,1166.0070833333332,1,1,0,14,268.7142857142857,,0,-1.0
22782,1,3,0,0,1502,2005,4,4320.25125,1,1,0,19,79.05263157894737,,0,-1.0
22784,3,0,1,0,2508,1907,3,11.757454166666667,1,1,1,117,21.435897435897434,,0,-1.0
22785,1,3,0,0,417,2000,1,327.54541666666665,1,1,0,24,17.375,,0,-1.0
22786,2,0,1,0,1132,1987,2,4940.674166666667,1,0,0,37,30.594594594594593,,0,-1.0
22787,5,3,1,1,549,2006,4,2820.20875,1,1,1,18,30.5,,0,-1.0
22788,3,0,1,0,46,2005,3,39.7552,1,1,1,19,2.4210526315789473,,0,-1.0
22789,2,0,0,1,2186,1877,1,6408.2716666666665,1,1,0,147,14.870748299319727,,0,-1.0
22790,1,0,1,0,546,2009,1,6690.93,1,1,0,15,36.4,,0,-1.0
22791,1,3,1,0,53966,1889,3,1986.0329166666668,1,1,0,135,399.7481481481482,,0,-1.0
22792,1,3,0,0,3205,2007,2,2091.2679166666667,1,0,0,17,188.52941176470588,,0,-1.0
22793,1,2,0,0,3908,1987,1,6296.574583333334,1,1,1,37,105.62162162162163,,0,-1.0
22795,2,3,1,1,3117,2007,1,5288.029583333334,1,1,0,17,183.35294117647058,,0,-1.0
22796,1,3,1,0,2113,1838,1,11407.252083333333,1,1,0,186,11.36021505376344,,0,-1.0
22797,1,0,1,0,1883,1979,3,5.781666666666666,1,1,0,45,41.84444444444444,,0,-1.0
22798,1,3,0,1,20571,2007,2,5911.239583333333,1,1,0,17,1210.0588235294117,,0,-1.0
22799,5,3,1,0,4820,1985,2,10283.610416666666,1,0,0,39,123.58974358974359,,0,-1.0
22800,1,3,0,0,1639,1850,2,2996.629166666667,1,0,0,174,9.419540229885058,,0,-1.0
22801,3,3,1,0,1283,1987,2,3028.6612499999997,1,0,0,37,34.67567567567568,,0,-1.0
22802,1,3,0,0,969,2010,1,4937.1125,1,1,0,14,69.21428571428571,,0,-1.0
22803,1,3,0,0,525,1906,1,5746.457916666666,1,1,0,118,4.4491525423728815,,0,-1.0
22804,1,2,1,0,29233,1947,1,4418.05875,1,1,1,77,379.64935064935065,,0,-1.0
22806,3,3,1,0,1777,2012,2,3259.0375,1,0,1,12,148.08333333333334,,0,-1.0
22807,1,3,0,0,1715,2010,1,1277.1191666666666,1,1,0,14,122.5,,0,-1.0
22808,1,0,1,1,1420,2012,2,3827.3816666666667,1,1,0,12,118.33333333333333,,0,-1.0
22809,1,3,1,0,7046,2001,3,504.6170833333333,1,1,0,23,306.3478260869565,,0,-1.0
22810,2,0,0,0,1090,2014,2,1467.8008333333335,1,1,1,10,109.0,,0,-1.0
22811,3,3,0,0,4024,2014,3,131.07625,1,0,0,10,402.4,,0,-1.0
22812,1,3,0,0,837,2002,4,5187.994166666666,1,1,0,22,38.04545454545455,,0,-1.0
22813,1,3,0,0,2140,1959,4,2306.0325,1,1,0,65,32.92307692307692,,0,-1.0
22814,1,0,1,0,2582,2007,4,1947.9916666666668,1,1,0,17,151.88235294117646,,0,-1.0
22815,1,3,1,0,1069,2006,2,4297.3220833333335,1,0,0,18,59.388888888888886,,0,-1.0
22818,1,0,0,0,1596,1994,4,2000.4025000000001,1,1,0,30,53.2,,0,-1.0
22819,1,0,0,0,3879,2013,3,4.5616666666666665,1,1,0,11,352.6363636363636,,0,-1.0
22820,2,3,0,0,4057,2001,4,1461.2516666666668,1,1,0,23,176.3913043478261,,0,-1.0
22821,1,0,1,0,3323,1968,2,9409.023333333333,1,1,0,56,59.339285714285715,,0,-1.0
22822,3,1,0,0,3639,2002,2,1131.6641666666667,1,1,0,22,165.4090909090909,,0,-1.0
22823,1,0,1,1,3290,2006,4,4639.262916666667,1,1,0,18,182.77777777777777,,0,-1.0
22824,1,3,1,0,1484,2003,4,4063.2450000000003,1,0,0,21,70.66666666666667,,0,-1.0
22825,1,3,1,0,1097,2006,1,1340.22875,1,1,0,18,60.94444444444444,,0,-1.0
22826,3,3,0,1,4151,1989,4,1685.5441666666666,1,1,1,35,118.6,,0,-1.0
22827,1,0,1,1,102677,2004,4,4621.816666666667,1,1,1,20,5133.85,,0,-1.0
22829,3,0,1,0,3368,1947,4,4.651666666666666,1,1,0,77,43.74025974025974,,0,-1.0
22830,2,3,1,0,166,1884,3,3149.9229166666664,1,1,0,140,1.1857142857142857,,0,-1.0
22831,1,0,0,0,1223,1992,4,3843.115,1,1,1,32,38.21875,,0,-1.0
22832,2,0,0,0,1450,1997,3,2931.6079166666664,1,1,0,27,53.7037037037037,,0,-1.0
22833,5,2,1,0,2459,1995,2,8.595833333333333,1,1,0,29,84.79310344827586,,0,-1.0
22834,2,3,0,0,1761,1997,4,1802.0091666666667,1,1,0,27,65.22222222222223,,0,-1.0
22835,1,1,1,1,700,1902,4,4292.907916666666,1,1,0,122,5.737704918032787,,0,-1.0
22836,1,2,1,0,966,2010,3,638.6316666666667,1,1,1,14,69.0,,0,-1.0
22837,1,0,0,0,1628,1987,1,6802.349999999999,1,1,0,37,44.0,,0,-1.0
22838,1,0,0,0,2575,1977,3,40.65095,1,1,1,47,54.787234042553195,,0,-1.0
22840,0,0,0,0,6259,1994,4,892.0229166666667,1,1,1,30,208.63333333333333,,0,-1.0
22841,1,3,1,0,1834,1959,4,2418.1808333333333,1,1,0,65,28.215384615384615,,0,-1.0
22842,1,3,1,0,104647,1947,3,6901.08625,1,1,0,77,1359.051948051948,,0,-1.0
22843,1,2,1,0,2448,2008,1,5854.6575,1,1,1,16,153.0,,0,-1.0
22844,2,3,0,1,2708,2010,3,591.9883333333333,1,1,0,14,193.42857142857142,,0,-1.0
22845,3,0,1,0,1221,2002,1,1170.8108333333332,1,0,0,22,55.5,,0,-1.0
22846,3,3,1,0,2314,1999,2,5558.90875,1,0,0,25,92.56,,0,-1.0
22847,1,0,1,0,1088,1981,3,5095.200833333333,1,1,0,43,25.302325581395348,,0,-1.0
22848,1,3,1,0,4439,1995,4,4026.545,1,1,0,29,153.06896551724137,,0,-1.0
22849,1,2,1,0,150,2001,1,11556.574166666667,1,1,1,23,6.521739130434782,,0,-1.0
22851,1,0,1,0,5914,2009,2,3586.7004166666666,1,1,0,15,394.26666666666665,,0,-1.0
22852,3,3,0,0,4315,2005,2,27.586754166666665,1,1,1,19,227.10526315789474,,0,-1.0
22853,1,3,1,0,4529,2008,1,5280.310416666666,1,1,0,16,283.0625,,0,-1.0
22854,1,0,1,0,944,2003,2,5720.720416666667,1,1,0,21,44.95238095238095,,0,-1.0
22855,3,3,1,0,228,2004,3,30.739658333333335,1,1,0,20,11.4,,0,-1.0
22856,1,2,0,0,555,1978,2,2593.250833333333,1,1,1,46,12.065217391304348,,0,-1.0
22857,2,3,1,1,4025,2012,2,936.8529166666667,1,1,0,12,335.4166666666667,,0,-1.0
22858,1,0,0,0,2037,2003,2,3275.644166666667,1,1,0,21,97.0,,0,-1.0
22859,1,3,1,0,733,1946,1,4721.935,1,1,0,78,9.397435897435898,,0,-1.0
22860,2,1,1,0,451,1953,3,3763.2779166666664,1,1,0,71,6.352112676056338,,0,-1.0
22862,1,2,0,0,657,1993,1,4743.324166666666,1,1,1,31,21.193548387096776,,0,-1.0
22863,3,0,1,0,3376,2000,2,2417.7208333333333,1,0,0,24,140.66666666666666,,0,-1.0
22864,1,0,1,0,1480,2000,2,9931.404166666667,1,1,0,24,61.666666666666664,,0,-1.0
22865,1,0,1,0,4524,1922,2,963.4516666666667,1,1,0,102,44.35294117647059,,0,-1.0
